id,text,label
2214,浙江省湖州市吴兴区织里镇秦家港六楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-floorno E-floorno
2215,龙川西路00号西城供电所,B-road I-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi E-poi
2216,重庆市县花桥镇师联村六组00号,B-city I-city E-city O B-town I-town E-town B-community I-community E-community B-village_group E-village_group B-houseno I-houseno E-houseno
2217,浙江省温州市瓯海区茶山街道大学城温州大学区,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-poi I-poi E-poi B-poi I-poi I-poi I-poi E-poi
2218,浙江省仙居县南峰街道管山村000号,B-prov I-prov E-prov B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community B-houseno I-houseno I-houseno E-houseno
2219,广东省东莞市东莞市东莞市大岭山镇大沙路000号,B-prov I-prov E-prov B-city I-city E-city B-city I-city E-city B-city I-city E-city B-town I-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2220,浙江省义乌市北苑工业区四季四区000栋0单元地下仓库,B-prov I-prov E-prov B-district I-district E-district B-devzone I-devzone I-devzone I-devzone E-devzone B-poi E-poi B-subpoi E-subpoi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno B-poi I-poi I-poi E-poi
2221,西藏自治区那曲地区嘉黎县阿扎镇那曲地区嘉黎县民宗局,B-prov I-prov I-prov I-prov E-prov B-city I-city I-city E-city B-district I-district E-district B-town I-town E-town B-city I-city I-city E-city B-district I-district E-district B-poi I-poi E-poi
2222,浙江省东阳市吴宁东路六号新光太平洋,B-prov I-prov E-prov B-district I-district E-district B-road I-road I-road E-road B-roadno E-roadno B-poi I-poi I-poi I-poi E-poi
2223,陕西省西安市莲湖区唐延路北段00号中国银行,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-assist E-assist B-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2224,福建省厦门市思明区嘉莲街道长青路0-0号美印良本九楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-floorno E-floorno
2225,浙江省温州市龙湾区高薪技术旭视科技,B-prov I-prov E-prov B-city I-city E-city B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi E-poi
2226,浙江省温州市龙湾区永兴街道滨海四道0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
2227,海曙区集士港万科金色城市,B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi I-poi I-poi E-poi
2228,安徽省蚌埠固镇县全民创园润安服饰有限公司,B-prov I-prov E-prov B-city E-city B-devzone I-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2229,浙江台州黄岩区院桥镇永乐村好又多超市对面,B-prov E-prov B-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-poi I-poi I-poi I-poi E-poi O O
2230,体育场路0000号_海王星辰,B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno O B-poi I-poi I-poi E-poi
2231,浙江省杭州市西湖区浙江省杭州市西湖区三墩镇厚仁路0000号新天地商业中心00幢,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
2232,仓前街道高桥工业区万和路北门,B-town I-town I-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-poi E-poi
2233,浙江金华市婺城区金西大道000号金西点部,B-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2234,沙河街道内蒙古包头市九原区哈屯路振翔小区斜对面后山羊骨头莜面村收,B-town I-town I-town E-town B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi E-poi B-assist I-assist E-assist B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi O
2235,丽水龙泉宝剑园区南秦联建房,B-city E-city B-devzone I-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi I-poi E-poi
2236,四季青常青八楼,B-poi I-poi I-poi I-poi E-poi B-floorno E-floorno
2237,浙江省绍兴越城区群贤东路0000号,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
2238,浙江省杭州市_柯桥区万商路路,B-prov I-prov E-prov B-city I-city E-city O B-district I-district E-district B-road I-road E-road O
2239,泰隆街0000弄0幢,B-road I-road E-road B-road I-road I-road I-road E-road B-houseno E-houseno
2240,浙江省绍兴市绍兴县柯桥区笛扬路0000号绍兴市柯桥区中医医院,B-prov I-prov E-prov B-city I-city E-city B-city E-city O B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2241,宁波市鄞州区四明东路0000号,B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
2242,浙江省乐清市虹桥镇幸福东路国威电子,B-prov I-prov E-prov B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road B-poi I-poi I-poi E-poi
2243,凤城镇凤尾花园000幢0000单元,B-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno I-cellno I-cellno I-cellno E-cellno
2244,天一广场旗杆巷000号海曙交警大队一中队,B-poi I-poi I-poi E-poi B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi
2245,金华义乌市江东街道九联塔下村00栋0单元地下室,B-city E-city B-district I-district E-district B-town I-town I-town E-town B-community E-community B-community I-community E-community B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno B-floorno I-floorno E-floorno
2246,凤凰街道渔沙坦蓝屋新街0巷00号,B-town I-town I-town E-town B-road I-road I-road I-road I-road I-road E-road B-road E-road B-roadno I-roadno E-roadno
2247,浙江省杭州市解放路000号星河商务大厦,B-prov I-prov E-prov B-city I-city E-city B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi
2248,西湖区文山路0000号中国银行,B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2249,草荡漾路000号浓浓新大楼五楼一丝牵售后部,B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi E-poi O O B-subpoi I-subpoi E-subpoi B-subpoi I-subpoi E-subpoi
2250,拱墅区莫干山路0000号创意产业园,B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-devzone I-devzone I-devzone I-devzone E-devzone
2251,浙江省衢州市龙游县城南万博龙公司,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road E-road B-poi I-poi I-poi I-poi E-poi
2252,浙江省金华义乌市义乌后宅街道鹤田村,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-district E-district B-town I-town I-town E-town B-community I-community E-community
2253,吴兴区织里镇富康路00号门口电联,B-district I-district E-district B-town I-town E-town B-road I-road E-road B-roadno I-roadno E-roadno B-poi E-poi O O
2254,铭雅苑西区00幢六单元,B-poi I-poi E-poi B-poi E-poi B-houseno I-houseno E-houseno O O O
2255,蓝天路000号丽园尚都A0座,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
2256,金华义乌九联综合楼000栋,B-city E-city B-district E-district B-poi I-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno
2257,浙江省杭州市西湖区文三路0000号华星时代广场A座0楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-houseno E-houseno O O
2258,椒江区邮政速递椒江营业部中国人保,B-district I-district E-district B-poi I-poi I-poi E-poi B-subpoi I-subpoi I-subpoi I-subpoi E-subpoi B-subpoi I-subpoi I-subpoi E-subpoi
2259,贵州省-安顺市-平坝县白云镇计生站,B-prov I-prov E-prov O B-city I-city E-city O B-district I-district E-district B-town I-town E-town B-poi I-poi E-poi
2260,永嘉县瓯北镇双塔路00幢,B-district I-district E-district B-town I-town E-town B-road I-road E-road B-houseno I-houseno E-houseno
2261,浙江省杭州市萧山区宁围镇顺发康庄三幢,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi B-houseno E-houseno
2262,四川省成都市香年广场-00楼,B-prov I-prov E-prov B-city I-city E-city B-poi I-poi I-poi E-poi O B-floorno I-floorno E-floorno
2263,浙江省诸暨市福田花园锦绣居九单元,B-prov I-prov E-prov B-district I-district E-district B-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi B-cellno I-cellno E-cellno
2264,浙江省宁波市余姚市低塘街道历幼新村,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-poi I-poi I-poi E-poi
2265,浙江宁波江东区甬港北路00弄000号,B-prov E-prov B-city E-city B-district I-district E-district B-road I-road I-road E-road B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2266,浙江省嘉兴市嘉善县浙江省嘉兴市嘉善县姚庄镇宝群路0000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno
2267,柳市镇车站路00-00号,B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno I-roadno E-roadno
2268,浙江省绍兴市柯桥区福全镇五祥纺机院内,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi I-poi E-poi S-assist
2269,杭州乔司三鑫工业园0栋0楼,B-city E-city B-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-houseno E-houseno B-floorno E-floorno
2270,绍兴市生态产业园铁弋钉业,B-city I-city E-city B-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi E-poi
2271,凤桥镇凤篁路000号创杰电子科技有限公司,B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2272,拱墅区上塘路瓜山北苑,B-district I-district E-district B-road I-road E-road B-poi I-poi I-poi E-poi
2273,辽宁省葫芦岛市兴城市钓鱼台路000号,B-prov I-prov E-prov B-city I-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2274,萧山区城厢街道东阳桥,B-district I-district E-district B-town I-town I-town E-town B-poi I-poi E-poi
2275,浙江省江干区九堡格畈工业园0号楼,B-prov I-prov E-prov B-district I-district E-district B-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-houseno I-houseno E-houseno
2276,浙江省温州市龙湾区钱江路0000号温州故事00楼心之语,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi O O O B-poi I-poi E-poi
2277,山东省枣庄市薛城区常庄镇常庄工业园众合矿山机械有限公司,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2278,中河中路000号国际旅行卫生保健中心0楼,B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi O O
2279,浙江省温州市瓯海区繁盛路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2280,下城区凤起路0000号电联,B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno O O
2281,浙江省杭州市余杭区余杭街道仙宅村,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community
2282,杭海路新中洲服饰城富三楼,B-road I-road E-road B-poi I-poi I-poi I-poi I-poi E-poi O B-floorno E-floorno
2283,浙江省余姚市牟山镇东吴村,B-prov I-prov E-prov B-district I-district E-district B-town I-town E-town B-community I-community E-community
2284,江苏省-苏州市-市辖区0000号,B-prov I-prov E-prov O B-city I-city E-city O B-district I-district E-district B-roadno I-roadno I-roadno I-roadno E-roadno
2285,杭州市西湖区振中路,B-city I-city E-city B-district I-district E-district B-road I-road E-road
2286,浙江省丽水市莲都区瑞光花苑0栋,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi E-poi B-houseno E-houseno
2287,浙江绍兴市嵊州市甘霖镇白泥墩村,B-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community I-community E-community
2288,温州市鹿城区黄龙住宅区康华路000号,B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi I-poi E-poi B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2289,江干区富春路000号万象城0层,B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi E-poi B-floorno E-floorno
2290,当湖街道育才路0000号平湖市教师进修学校,B-town I-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2291,永康市石柱镇百福临大道000号,B-district I-district E-district B-town I-town E-town B-road I-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2292,浙江省温州市瑞安市浙江省温州市瑞安市仙降街道,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town
2293,舟山市定海区环城东路万民诊所,B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-poi I-poi I-poi E-poi
2294,宁波宁海县西甸镇滨海路口阳光幼儿园对面,B-city E-city B-district I-district E-district B-town I-town E-town B-road I-road E-road S-intersection B-poi I-poi I-poi I-poi E-poi B-assist E-assist
2295,明石路滨江金色黎明三期000幢0单元,B-road I-road E-road B-poi I-poi I-poi I-poi I-poi E-poi B-poi E-poi B-houseno I-houseno I-houseno E-houseno O O O
2296,四季青常青服饰市场,B-poi I-poi E-poi B-poi I-poi I-poi I-poi I-poi E-poi
2297,浙江省宁波市慈溪市菜场路师桥淹浦桥,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-poi E-poi B-poi I-poi E-poi
2298,浙江省金华市义乌市后宅街道遗安二区000号0单元,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-poi E-poi B-poi E-poi B-houseno I-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
2299,浙江省绍兴诸暨市大唐镇广粤荟0楼天丽化妆品,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi E-poi O O B-poi I-poi I-poi I-poi E-poi
2300,浙江省温州市苍南县环城东路,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road
2301,浙江省台州市临海市大田街道孔岙村,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community
2302,九堡圣奥领寓00幢0单元,B-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
2303,浙江省宁波市慈溪市慈东工业区日显北路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2304,温州大道000号浙江欧龙汽车有限公司,B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2305,浙江省杭州市拱墅区大关街道大关路万通中心A座,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road E-road B-poi I-poi I-poi E-poi B-houseno E-houseno
2306,贵州盘县马场乡转山地村0组,B-prov E-prov B-district E-district B-town I-town E-town B-community I-community I-community E-community B-village_group E-village_group
2307,新华南路000号白金汉爵大酒店平湖店,B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2308,浙江省金华义乌市银海三区,B-prov I-prov E-prov B-city E-city B-district I-district E-district B-poi E-poi B-subpoi E-subpoi
2309,始丰街道溪林春天物业,B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-subpoi E-subpoi
2310,湖南省常德市石门县磨石镇岩塌村三组,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-village_group E-village_group
2311,上海上海市黄浦区上海市浦东新区三林路0000弄000号,B-prov E-prov B-city I-city E-city B-district I-district E-district B-city I-city E-city B-district I-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-houseno I-houseno I-houseno E-houseno
2312,杭州余杭区塘栖镇0小区,B-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi E-poi
2313,奉化市西坞街道白杜村街西河东,B-city I-city E-city B-town I-town I-town E-town B-community I-community E-community B-poi I-poi I-poi E-poi
2314,浙江省台州市天台县坦头镇坦头工业区市场路00号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-roadno I-roadno E-roadno
2315,蛇口工业八路0000号0栋,B-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-houseno E-houseno
2316,浙江-宁波-象山县高塘岛乡江南村,B-prov E-prov O B-city E-city O B-district I-district E-district B-town I-town I-town E-town B-community I-community E-community
2317,药行街000号灵桥广场,B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2318,绍兴袍江工业区育贤路天一小区,B-city E-city B-devzone I-devzone I-devzone I-devzone E-devzone B-road I-road E-road B-poi I-poi I-poi E-poi
2319,鹿城区东龙路0号华瑞园,B-district I-district E-district B-road I-road E-road B-roadno E-roadno B-poi I-poi E-poi
2320,江干区建福路000号万科紫台,B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2321,浙江省义乌市国际商贸城,B-prov I-prov E-prov B-district I-district E-district B-poi I-poi I-poi I-poi E-poi
2322,浙江省杭州市西湖区灯彩街0000号华彩国际0栋,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno E-houseno
2323,下城区凤起路00号中青旅会展中心,B-district I-district E-district B-road I-road E-road B-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi E-poi
2324,轻纺市场北五区五楼,B-poi I-poi I-poi E-poi S-assist B-poi E-poi B-floorno E-floorno
2325,宁波东渡路000号世贸中心00楼,B-city E-city B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-floorno I-floorno E-floorno
2326,浙江温州鹿城蒲鞋市新村000栋,B-prov E-prov B-city E-city B-district E-district B-poi I-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno
2327,桐乡市桐福镇桐福皮毛市场,B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi I-poi I-poi E-poi
2328,舟山市定海区解放西路000号二楼采购部,B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno O O B-poi I-poi E-poi
2329,南马镇南田村马田路龙财管道,B-town I-town E-town B-community I-community E-community B-road I-road E-road B-poi I-poi I-poi E-poi
2330,浙江省杭州市滨江区杭州市滨江区江南大道0000号00幢一层,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-city I-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-houseno I-houseno E-houseno O O
2331,绥山镇西城街000号名山花园一期七十栋,B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-subpoi E-subpoi B-houseno I-houseno E-houseno
2332,南湖区城南中学对面如家酒店门口电联,B-district I-district E-district B-poi I-poi I-poi E-poi B-assist E-assist B-poi I-poi I-poi E-poi B-subpoi E-subpoi O O
2333,浙江-温州-龙湾区河东巷九号,B-prov E-prov O B-city E-city O B-district I-district E-district B-road I-road E-road B-roadno E-roadno
2334,温州苍南灵溪镇玉南二街000号,B-city E-city B-district E-district B-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2335,义乌国际商贸城五区五楼00街,B-district E-district B-poi I-poi I-poi I-poi E-poi B-subpoi E-subpoi B-floorno E-floorno B-road I-road E-road
2336,浙江省温州市瑞安市朝阳路,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-road I-road E-road
2337,浙江省嘉兴市平湖市富嘉苑0幢0单元,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi E-poi B-houseno E-houseno B-cellno I-cellno E-cellno
2338,象南东路00号北白象镇地税局,B-road I-road I-road E-road B-roadno I-roadno E-roadno B-town I-town I-town E-town B-poi I-poi E-poi
2339,朝晖路0000号国都发展大厦0号楼,B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
2340,河海街道嘉汉江路0000号金城大厦,B-town I-town I-town E-town B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi
2341,浙江省杭州市余杭区临平华鼎公寓00幢,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi E-poi B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno
2342,衢州江东大道紫荆园,B-city E-city B-road I-road I-road E-road B-poi I-poi E-poi
2343,浦口香提墅000幢/,B-district E-district B-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno O
2344,浙江省嘉兴市海盐县南塘琴园一期00幢,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi E-poi B-subpoi E-subpoi B-houseno I-houseno E-houseno
2345,昆阳民丰小区00幢0单元,B-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno E-houseno B-cellno I-cellno E-cellno
2346,浙江省杭州市下城区石桥镇八角凉亭,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi
2347,绍兴绍兴县安昌镇人民医院对面之江宾馆电联,B-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi B-assist E-assist B-poi I-poi I-poi E-poi O O
2348,西湖区文一西路湖畔花园南大门电联,B-district I-district E-district B-road I-road I-road E-road B-poi I-poi I-poi E-poi B-subpoi I-subpoi E-subpoi O O
2349,临平镇迎宾路000号美莱国际0幢,B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi E-poi B-houseno E-houseno
2350,浙江省宁波市慈溪市匡堰镇王家埭横丰路00号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community E-community B-road I-road E-road B-roadno I-roadno E-roadno
2351,浙江省衢州市常山县芳村镇,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town
2352,宁波江东区中山东路000号解放军000医院,B-city E-city B-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2353,西城模具城星球礼品有限公司,B-poi I-poi I-poi I-poi E-poi B-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2354,浙江省杭州市江干区杭州市江干区和谐嘉园东苑,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-city I-city E-city B-district I-district E-district B-poi I-poi I-poi E-poi B-poi E-poi
2355,绍兴市绍兴县安昌镇安昌路,B-city I-city E-city B-district I-district E-district B-town I-town E-town B-road I-road E-road
2356,鄞州区学府路000号宁波卫生职业技术学院电联,B-district I-district E-district B-road I-road E-road B-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi O O
2357,织里镇阿祥路0000号0楼,B-town I-town E-town B-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno O O
2358,浙江省杭州市江干区丁桥镇后珠家苑,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi
2359,浙江省绍兴市镜湖新区凤林西路0000号市行政服务中心八楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district I-district E-district B-road I-road I-road E-road B-roadno I-roadno I-roadno I-roadno E-roadno B-poi I-poi I-poi I-poi I-poi I-poi E-poi B-floorno E-floorno
2360,宁波北仑井冈山路00号,B-city E-city B-district E-district B-road I-road I-road E-road B-roadno I-roadno E-roadno
2361,浙江省温州市苍南县灵溪镇上林一街,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-road I-road I-road E-road
2362,掌起镇河南路向南到头左转过桥第二家仓库,B-town I-town E-town B-road I-road E-road B-assist E-assist B-assist E-assist B-assist E-assist O O B-poi I-poi I-poi I-poi E-poi
2363,浙江省杭州市萧山区所前镇祥里王村观前路000号,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town E-town B-community I-community I-community E-community B-road I-road E-road B-roadno I-roadno I-roadno E-roadno
2364,杭州锦益生物科技有限公司,B-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi I-poi E-poi
2365,山东省威海市环翠区田和街道仁和佳苑000号楼,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno I-houseno E-houseno
2366,浙江省温州市平阳县平阳县海西镇斗南新区,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-district I-district E-district B-town I-town E-town B-poi I-poi I-poi E-poi
2367,江干区下沙0号大街0号路口物美超市半岛银饰电联,B-district I-district E-district B-town E-town B-road I-road I-road E-road B-roadno E-roadno B-assist E-assist B-poi I-poi I-poi E-poi B-subpoi I-subpoi I-subpoi E-subpoi O O
2368,义乌市北苑街道雪峰西路0号,B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road E-road B-roadno E-roadno
2369,宁波慈溪市龙山镇山北龙华毛绒电联,B-city E-city B-district I-district E-district B-town I-town E-town B-community E-community B-poi I-poi I-poi E-poi O O
2370,浙江省杭州市余杭区星桥街道藕花州大街西段擎天半岛000幢0单元,B-prov I-prov E-prov B-city I-city E-city B-district I-district E-district B-town I-town I-town E-town B-road I-road I-road I-road E-road B-assist E-assist B-poi I-poi I-poi E-poi B-houseno I-houseno I-houseno E-houseno O O O
